unique_key,created_date,closed_date,agency,complaint_type,descriptor,borough,status,incident_zip,latitude,longitude
32274588,12/26/2015 12:18:31 PM,12/26/2015 02:54:08 PM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11209,40.628339475986984,-74.0319981131466
32274600,12/26/2015 12:18:30 PM,12/26/2015 03:29:44 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11222,40.73438341851689,-73.95834202509499
32275095,12/26/2015 12:12:41 PM,12/26/2015 03:09:43 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11427,40.71993176361813,-73.75634707162403
32277272,12/26/2015 12:11:21 PM,12/26/2015 02:58:19 PM,NYPD,Blocked Driveway,Partial Access,BRONX,Closed,10461,40.837991354800636,-73.83726453320561
32276094,12/26/2015 12:11:00 PM,12/26/2015 03:21:18 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11373,40.744810410955566,-73.87977381023059
32276469,12/26/2015 12:10:08 PM,12/26/2015 03:29:47 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11226,40.63869400538754,-73.95513371536762
32277609,12/26/2015 12:04:08 PM,12/26/2015 02:06:19 PM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11419,40.692459749085316,-73.83363144657338
32276053,12/26/2015 12:04:00 PM,12/26/2015 02:17:46 PM,NYPD,Derelict Vehicle,With License Plate,QUEENS,Closed,11411,40.69217105642973,-73.73759612221586
32275087,12/26/2015 12:01:55 PM,12/26/2015 03:49:53 PM,NYPD,Noise - Street/Sidewalk,Loud Talking,BROOKLYN,Closed,11206,40.70163697898213,-73.9422664944153
32276230,12/26/2015 12:01:18 PM,12/26/2015 01:47:35 PM,NYPD,Blocked Driveway,No Access,MANHATTAN,Closed,10027,40.81282713425973,-73.94923983376826
32276215,12/26/2015 11:58:43 AM,12/27/2015 02:11:01 AM,NYPD,Derelict Vehicle,With License Plate,BROOKLYN,Closed,11234,40.61302188123885,-73.93247432798391
32274289,12/26/2015 11:52:33 AM,12/26/2015 01:04:53 PM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11220,40.64034688134077,-74.00092602957479
32277232,12/26/2015 11:52:12 AM,12/26/2015 03:34:03 PM,NYPD,Homeless Encampment,N/A,MANHATTAN,Closed,10024,40.78452187103925,-73.97947129351718
32277195,12/26/2015 11:51:45 AM,12/26/2015 12:26:19 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11237,40.6993677834394,-73.91288696340608
32275648,12/26/2015 11:51:20 AM,12/26/2015 01:35:06 PM,NYPD,Illegal Parking,Commercial Overnight Parking,BROOKLYN,Closed,11234,40.61465820419222,-73.93810595405932
32273421,12/26/2015 11:51:14 AM,12/26/2015 12:26:18 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11212,40.66273817309998,-73.91576788873961
32274016,12/26/2015 11:48:22 AM,12/26/2015 12:25:12 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11209,40.63410061166329,-74.03262417565837
32275554,12/26/2015 11:43:32 AM,12/26/2015 06:47:33 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,MANHATTAN,Closed,10019,40.76843331312154,-73.98695649983485
32274447,12/26/2015 11:35:41 AM,12/26/2015 03:56:09 PM,NYPD,Noise - Commercial,Loud Music/Party,BRONX,Closed,10452,40.84000588665219,-73.9170830271917
32276633,12/26/2015 11:29:40 AM,12/26/2015 04:31:57 PM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11358,40.76392049592891,-73.79501811263525
32276828,12/26/2015 11:26:25 AM,12/26/2015 02:54:08 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11228,40.621385517104876,-74.00919642763851
32275527,12/26/2015 11:26:06 AM,12/27/2015 02:09:54 AM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11234,40.61395153871496,-73.93107948933813
32275646,12/26/2015 11:24:42 AM,12/26/2015 12:11:40 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11355,40.75273063954385,-73.82895484242069
32273631,12/26/2015 11:23:35 AM,12/26/2015 12:11:41 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11355,40.75273063954385,-73.82895484242069
32274047,12/26/2015 11:23:18 AM,12/26/2015 11:40:25 AM,NYPD,Illegal Parking,Unauthorized Bus Layover,BROOKLYN,Closed,11228,40.621385517104876,-74.00919642763851
32274029,12/26/2015 11:19:31 AM,12/26/2015 03:30:51 PM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11106,40.76920311234777,-73.93439183788897
32273329,12/26/2015 11:19:07 AM,12/26/2015 03:30:50 PM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11378,40.72037825052188,-73.89861686677956
32274028,12/26/2015 11:17:46 AM,12/26/2015 11:56:00 AM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11378,40.73112439492615,-73.9022699943701
32275634,12/26/2015 11:14:28 AM,12/26/2015 05:01:14 PM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11229,40.597054633926035,-73.95296875116577
32277364,12/26/2015 11:13:42 AM,12/26/2015 12:13:45 PM,NYPD,Noise - Commercial,Banging/Pounding,BROOKLYN,Closed,11217,40.67929416643323,-73.98377961007212
32274440,12/26/2015 11:13:27 AM,12/27/2015 02:08:48 AM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11234,40.6332793150173,-73.9293553817516
32276213,12/26/2015 11:12:52 AM,12/26/2015 12:36:43 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11367,40.71946324796145,-73.81419169769443
32273704,12/26/2015 11:12:10 AM,12/26/2015 03:05:37 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11385,40.69858522858786,-73.8930060256641
32274516,12/26/2015 11:10:05 AM,12/26/2015 12:44:00 PM,NYPD,Blocked Driveway,Partial Access,BRONX,Closed,10469,40.86945422045211,-73.85388821258306
32276093,12/26/2015 11:08:15 AM,12/26/2015 03:30:52 PM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11210,40.62480797795724,-73.942487855
32275314,12/26/2015 11:07:51 AM,12/26/2015 12:27:21 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11237,40.6993677834394,-73.91288696340608
32276268,12/26/2015 11:06:16 AM,12/27/2015 01:02:07 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11223,40.58927034865164,-73.96904674192001
32277051,12/26/2015 11:06:03 AM,12/26/2015 04:12:03 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11203,40.65649383332437,-73.93246636664357
32275583,12/26/2015 11:05:12 AM,12/26/2015 03:41:27 PM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11226,40.64321711162039,-73.96190863802401
32273881,12/26/2015 11:05:01 AM,12/26/2015 12:28:25 PM,NYPD,Noise - Commercial,Loud Music/Party,BROOKLYN,Closed,11207,40.68994570886052,-73.90679807323129
32277652,12/26/2015 11:04:43 AM,12/26/2015 03:35:08 PM,NYPD,Noise - Street/Sidewalk,Loud Music/Party,MANHATTAN,Closed,10023,40.780816707577834,-73.98079399935034
32277601,12/26/2015 11:04:11 AM,12/26/2015 02:07:22 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11378,40.72035243707441,-73.90371798970722
32276822,12/26/2015 11:02:46 AM,12/26/2015 03:44:35 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11358,40.75864272660875,-73.80798573001277
32277736,12/26/2015 11:02:30 AM,12/26/2015 03:29:48 PM,NYPD,Illegal Parking,Blocked Hydrant,BRONX,Closed,10462,40.84944555870818,-73.85625271130851
32275724,12/26/2015 11:02:27 AM,12/26/2015 12:54:27 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11105,40.77799080628523,-73.91985381453023
32274172,12/26/2015 11:01:09 AM,12/26/2015 03:02:27 PM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11377,40.738319920362805,-73.90743406970346
32274445,12/26/2015 10:56:48 AM,12/27/2015 05:07:01 AM,NYPD,Homeless Encampment,N/A,BRONX,Closed,10462,40.84950051126513,-73.85629958186468
32277707,12/26/2015 10:55:54 AM,12/26/2015 03:05:36 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11356,40.79275357237351,-73.84787730515485
32277055,12/26/2015 10:48:44 AM,12/27/2015 02:07:37 AM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11210,40.62937226326511,-73.93669088263542
32277615,12/26/2015 10:43:28 AM,12/26/2015 02:04:14 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11385,40.694664758185006,-73.89801767545043
32273385,12/26/2015 10:43:05 AM,12/26/2015 02:10:32 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11368,40.74714277121166,-73.85975404246956
32274854,12/26/2015 10:34:16 AM,12/26/2015 01:14:18 PM,NYPD,Illegal Parking,Commercial Overnight Parking,QUEENS,Closed,11105,40.775998543564135,-73.91657420465138
32277349,12/26/2015 10:33:15 AM,12/26/2015 10:54:47 AM,NYPD,Blocked Driveway,Partial Access,BRONX,Closed,10453,40.85328010751968,-73.91082016561214
32274522,12/26/2015 10:32:26 AM,12/26/2015 12:33:36 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11218,40.64419768390274,-73.97426426065803
32274852,12/26/2015 10:31:16 AM,12/26/2015 03:18:12 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10461,40.842737592359356,-73.83577110200025
32276185,12/26/2015 10:31:00 AM,12/26/2015 02:09:28 PM,NYPD,Animal Abuse,Tortured,QUEENS,Closed,11375,40.72353669189437,-73.8522347006094
32274526,12/26/2015 10:26:22 AM,12/26/2015 12:52:19 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11105,40.77799080628523,-73.91985381453023
32276985,12/26/2015 10:24:27 AM,,NYPD,Derelict Vehicle,With License Plate,Unspecified,Open,,,
32275281,12/26/2015 10:21:47 AM,12/26/2015 10:41:16 AM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11102,40.77047934362923,-73.92114088991627
32277097,12/26/2015 10:21:02 AM,12/26/2015 11:23:58 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11354,40.76539789634483,-73.83097640065816
32275998,12/26/2015 10:20:09 AM,12/26/2015 02:58:19 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10465,40.83324994424058,-73.81803688850009
32276894,12/26/2015 10:17:56 AM,12/27/2015 02:07:33 AM,NYPD,Derelict Vehicle,With License Plate,BROOKLYN,Closed,11234,40.63221814298016,-73.92248238114844
32275888,12/26/2015 10:17:45 AM,12/26/2015 12:27:22 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11237,40.6993677834394,-73.91288696340608
32274769,12/26/2015 10:16:30 AM,12/26/2015 04:06:47 PM,NYPD,Illegal Parking,Double Parked Blocking Traffic,STATEN ISLAND,Closed,10312,40.555865666381266,-74.16781696542657
32276373,12/26/2015 10:14:38 AM,12/26/2015 11:38:09 PM,NYPD,Animal Abuse,Other (complaint details),MANHATTAN,Closed,10038,40.71181527741597,-73.99689790149544
32273994,12/26/2015 10:11:29 AM,12/26/2015 03:55:07 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10452,40.843008629787874,-73.91712626915101
32274966,12/26/2015 10:08:51 AM,12/26/2015 11:30:10 AM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11378,40.73112439492615,-73.9022699943701
32277632,12/26/2015 10:07:08 AM,12/26/2015 11:51:51 AM,NYPD,Illegal Parking,Blocked Sidewalk,QUEENS,Closed,11412,40.693807070378604,-73.74746688067356
32274270,12/26/2015 10:05:02 AM,12/26/2015 12:59:39 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11378,40.72187746082028,-73.90575049436814
32273732,12/26/2015 10:05:02 AM,12/26/2015 11:20:52 AM,NYPD,Noise - Vehicle,Car/Truck Music,BROOKLYN,Closed,11226,40.65518146681626,-73.9539765456767
32276418,12/26/2015 10:03:24 AM,12/26/2015 10:20:24 AM,NYPD,Noise - Street/Sidewalk,Loud Music/Party,BROOKLYN,Closed,11204,40.60859714723832,-73.98690489400724
32274606,12/26/2015 10:03:12 AM,12/26/2015 05:37:59 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11419,40.682368570913965,-73.82894422708094
32276158,12/26/2015 10:03:04 AM,12/27/2015 02:32:54 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10466,40.889307786909775,-73.84228551428193
32276732,12/26/2015 10:02:31 AM,12/26/2015 11:08:19 AM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11432,40.715583263334324,-73.79235667921492
32274580,12/26/2015 10:00:23 AM,12/26/2015 11:25:00 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11354,40.76539789634483,-73.83097640065816
32275904,12/26/2015 09:59:10 AM,12/26/2015 12:24:09 PM,NYPD,Noise - Vehicle,Engine Idling,QUEENS,Closed,11432,40.70592816741109,-73.80388517575787
32274417,12/26/2015 09:55:39 AM,12/26/2015 10:19:21 AM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11214,40.59559845075034,-73.99558540304196
32277320,12/26/2015 09:53:31 AM,12/26/2015 10:38:08 AM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11103,40.75482336060228,-73.9135399348822
32275714,12/26/2015 09:53:26 AM,12/26/2015 05:15:53 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11208,40.68714439571908,-73.87854725781558
32276238,12/26/2015 09:46:25 AM,12/26/2015 11:17:42 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11219,40.636078657362496,-74.00441367188165
32275097,12/26/2015 09:41:26 AM,12/26/2015 12:52:20 PM,NYPD,Illegal Parking,Posted Parking Sign Violation,QUEENS,Closed,11413,40.67584054959857,-73.7416584998876
32276423,12/26/2015 09:31:33 AM,12/26/2015 03:55:06 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10456,40.83159340370083,-73.91716578272833
32274087,12/26/2015 09:29:05 AM,12/26/2015 10:22:31 AM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11369,40.75978898572205,-73.87762066492789
32275093,12/26/2015 09:26:43 AM,12/26/2015 11:07:10 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11223,40.59609654162494,-73.98114240057355
32277165,12/26/2015 09:24:47 AM,12/26/2015 10:33:54 AM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11222,40.73289499141823,-73.95626461351945
32276169,12/26/2015 09:24:43 AM,12/26/2015 02:55:11 PM,NYPD,Noise - Commercial,Loud Music/Party,BROOKLYN,Closed,11205,40.690561255155565,-73.96933146703176
32276635,12/26/2015 09:24:43 AM,12/26/2015 09:34:25 AM,NYPD,Illegal Parking,Unauthorized Bus Layover,MANHATTAN,Closed,10039,40.824131441323814,-73.940971480375
32277294,12/26/2015 09:22:45 AM,12/26/2015 12:01:14 PM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11236,40.62933590991791,-73.90736907183388
32273413,12/26/2015 09:21:45 AM,12/26/2015 02:34:22 PM,NYPD,Noise - Vehicle,Engine Idling,QUEENS,Closed,11417,40.675713725772425,-73.85158718399452
32273928,12/26/2015 09:20:04 AM,12/26/2015 01:33:00 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11357,40.78665908872901,-73.8134552766268
32276182,12/26/2015 09:19:29 AM,12/26/2015 11:07:14 AM,NYPD,Derelict Vehicle,With License Plate,QUEENS,Closed,11421,40.688629949512695,-73.85105001163537
32273800,12/26/2015 09:18:11 AM,12/26/2015 10:49:35 AM,NYPD,Illegal Parking,Blocked Sidewalk,BROOKLYN,Closed,11209,40.61718255821644,-74.03877528911659
32274098,12/26/2015 09:18:08 AM,12/26/2015 08:24:55 PM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11379,40.72881264498305,-73.87340927023602
32275668,12/26/2015 09:16:14 AM,12/26/2015 12:39:50 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11377,40.748971295722214,-73.90287901527468
32275023,12/26/2015 09:15:42 AM,12/27/2015 01:02:06 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11229,40.605641773084486,-73.94388368475585
32274316,12/26/2015 09:15:06 AM,12/26/2015 03:35:08 PM,NYPD,Derelict Vehicle,With License Plate,MANHATTAN,Closed,10024,40.787329510289794,-73.97825707050421
32275618,12/26/2015 09:14:25 AM,12/26/2015 01:05:56 PM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11419,40.688831220092055,-73.82991925808749
32277587,12/26/2015 09:13:55 AM,12/26/2015 10:38:07 AM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11203,40.649042460528015,-73.9290900359545
32277723,12/26/2015 09:13:15 AM,12/26/2015 10:03:43 AM,NYPD,Noise - Street/Sidewalk,Loud Music/Party,BROOKLYN,Closed,11212,40.663740933729386,-73.91702819512352
32275642,12/26/2015 09:11:46 AM,12/26/2015 09:58:31 AM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10453,40.84586608135714,-73.91367099366428
32276743,12/26/2015 09:11:02 AM,12/26/2015 10:22:33 AM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11369,40.75978898572205,-73.87762066492789
32273403,12/26/2015 09:09:19 AM,12/26/2015 12:52:20 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11105,40.78014727603521,-73.90765756540279
32274013,12/26/2015 09:06:27 AM,12/26/2015 02:20:51 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11356,40.789842299932005,-73.85065745403594
32276787,12/26/2015 09:03:24 AM,12/26/2015 12:10:37 PM,NYPD,Illegal Parking,Blocked Sidewalk,QUEENS,Closed,11355,40.73952549828759,-73.81129938974755
32275539,12/26/2015 08:59:09 AM,12/26/2015 11:18:46 AM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11232,40.64585831215495,-73.99517487928206
32275777,12/26/2015 08:57:37 AM,12/26/2015 11:00:36 PM,NYPD,Noise - Commercial,Loud Music/Party,BRONX,Closed,10467,40.872772857272416,-73.87774899408598
32274427,12/26/2015 08:49:01 AM,12/26/2015 09:42:55 AM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10461,40.840307817165616,-73.8277611044317
32273729,12/26/2015 08:43:02 AM,12/26/2015 03:43:32 PM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11356,40.78688631914437,-73.84655458010587
32277382,12/26/2015 08:42:10 AM,12/26/2015 09:15:45 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11204,40.612009757504865,-73.97527073847984
32273381,12/26/2015 08:38:07 AM,12/26/2015 05:15:52 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11207,40.66045205145805,-73.87913650357099
32276275,12/26/2015 08:36:41 AM,12/26/2015 09:39:44 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11374,40.725793920492045,-73.85520978215064
32274806,12/26/2015 08:33:26 AM,12/26/2015 08:59:09 AM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10455,40.813869777330964,-73.8987453942745
32277600,12/26/2015 08:28:40 AM,12/26/2015 09:56:28 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11214,40.60785128096797,-73.99746456226916
32277136,12/26/2015 08:21:21 AM,12/26/2015 01:25:40 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11220,,
32275445,12/26/2015 08:15:53 AM,12/26/2015 10:16:12 AM,NYPD,Derelict Vehicle,With License Plate,BROOKLYN,Closed,11224,40.57589634599323,-73.99871488888172
32276422,12/26/2015 08:12:39 AM,12/26/2015 10:57:55 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11413,40.66733226511668,-73.76361884436245
32277658,12/26/2015 08:12:21 AM,12/26/2015 08:58:07 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11228,40.623949010841265,-74.01081783506336
32273930,12/26/2015 08:10:28 AM,12/26/2015 10:51:43 PM,NYPD,Blocked Driveway,Partial Access,BRONX,Closed,10466,40.892549648319886,-73.84256717496818
32274963,12/26/2015 08:09:57 AM,12/26/2015 08:30:53 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11423,40.70599143692895,-73.77402079625456
32276714,12/26/2015 08:04:32 AM,12/26/2015 03:15:00 PM,NYPD,Derelict Vehicle,With License Plate,MANHATTAN,Closed,10003,40.73007816341912,-73.98659237520569
32276512,12/26/2015 07:47:31 AM,12/26/2015 05:15:51 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11208,40.69107498856269,-73.86862367234977
32277183,12/26/2015 07:42:38 AM,12/27/2015 02:31:50 PM,NYPD,Derelict Vehicle,With License Plate,BRONX,Closed,10466,40.89043739584029,-73.84140757120325
32273961,12/26/2015 07:41:05 AM,12/26/2015 08:48:03 PM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11235,40.59156285521079,-73.94791378146473
32273411,12/26/2015 07:35:41 AM,12/27/2015 01:02:09 PM,NYPD,Illegal Parking,Blocked Sidewalk,BROOKLYN,Closed,11223,40.60134232251955,-73.97036995980042
32275967,12/26/2015 07:31:31 AM,12/26/2015 01:48:38 PM,NYPD,Noise - Street/Sidewalk,Loud Music/Party,MANHATTAN,Closed,10034,40.86722267218133,-73.92558172365244
32275964,12/26/2015 07:24:18 AM,12/27/2015 01:03:13 PM,NYPD,Animal Abuse,Neglected,BROOKLYN,Closed,11223,40.59731563947276,-73.97011968324215
32276522,12/26/2015 07:19:34 AM,12/26/2015 04:29:51 PM,NYPD,Derelict Vehicle,With License Plate,BROOKLYN,Closed,11235,40.58789548420473,-73.9472181645622
32276287,12/26/2015 07:19:27 AM,12/26/2015 10:53:45 AM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11210,40.62480797795724,-73.942487855
32276176,12/26/2015 07:18:55 AM,12/26/2015 11:51:51 AM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11378,40.72352082451348,-73.89237432539785
32277122,12/26/2015 07:15:45 AM,12/26/2015 08:14:21 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11233,40.67967166039262,-73.9097868496018
32276008,12/26/2015 07:14:00 AM,12/26/2015 07:07:20 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10458,40.87159914464264,-73.88405342556368
32274044,12/26/2015 07:10:24 AM,12/26/2015 10:57:55 AM,NYPD,Blocked Driveway,Partial Access,QUEENS,Closed,11434,40.68064901362546,-73.78851752373619
32274976,12/26/2015 07:09:38 AM,12/26/2015 08:31:59 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11435,40.705776986863235,-73.81197921963032
32274446,12/26/2015 07:09:19 AM,12/26/2015 08:43:33 AM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10474,40.81330911448408,-73.88618164261699
32277519,12/26/2015 07:07:59 AM,12/26/2015 10:23:36 AM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11369,40.76052043222291,-73.87377856558241
32274750,12/26/2015 07:07:43 AM,12/26/2015 08:58:06 AM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10453,40.84877931521459,-73.90799241583848
32277259,12/26/2015 07:07:01 AM,12/26/2015 11:58:05 AM,NYPD,Illegal Parking,Posted Parking Sign Violation,BROOKLYN,Closed,11203,40.658215892297356,-73.9447801541171
32277350,12/26/2015 07:06:17 AM,12/26/2015 08:38:24 AM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11230,40.6130215149844,-73.97071054418231
32276663,12/26/2015 06:59:42 AM,12/26/2015 07:25:19 AM,NYPD,Illegal Parking,Blocked Sidewalk,QUEENS,Closed,11418,40.69680017640397,-73.84010471634785
32277041,12/26/2015 06:59:25 AM,12/26/2015 10:02:38 AM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10472,40.83245564566328,-73.8700067807895
32277623,12/26/2015 06:48:43 AM,12/27/2015 02:06:29 AM,NYPD,Blocked Driveway,No Access,BROOKLYN,Closed,11234,40.63025890890057,-73.93202096272633
32277302,12/26/2015 06:38:57 AM,12/26/2015 07:25:22 AM,NYPD,Illegal Parking,Blocked Hydrant,QUEENS,Closed,11421,40.693813809943286,-73.85026672061107
32274743,12/26/2015 06:14:35 AM,12/26/2015 08:21:40 AM,NYPD,Illegal Parking,Commercial Overnight Parking,BRONX,Closed,10454,40.80893932182981,-73.91454250715576
32276803,12/26/2015 06:11:43 AM,12/26/2015 07:22:12 AM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10465,40.84631076940254,-73.82250469337501
32274442,12/26/2015 05:57:53 AM,12/26/2015 07:25:18 AM,NYPD,Illegal Parking,Blocked Hydrant,BRONX,Closed,10462,40.8558647549037,-73.86477725055627
32275098,12/26/2015 05:49:38 AM,12/26/2015 07:33:50 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11214,40.60785128096797,-73.99746456226916
32276504,12/26/2015 05:46:37 AM,12/26/2015 06:44:31 AM,NYPD,Noise - Vehicle,Engine Idling,MANHATTAN,Closed,10034,40.868726503675845,-73.92105691997715
32275958,12/26/2015 05:03:50 AM,12/26/2015 07:22:35 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11436,40.67323747529389,-73.79731923640887
32275863,12/26/2015 04:53:00 AM,12/26/2015 05:44:33 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11369,40.76123597912301,-73.88072601920852
32276826,12/26/2015 04:48:07 AM,12/26/2015 06:44:38 AM,NYPD,Noise - Street/Sidewalk,Loud Music/Party,MANHATTAN,Closed,10033,40.84881949308954,-73.93471813672973
32275158,12/26/2015 04:42:31 AM,12/26/2015 06:43:05 AM,NYPD,Noise - Vehicle,Car/Truck Music,STATEN ISLAND,Closed,10306,40.56306812038231,-74.12209094497774
32276282,12/26/2015 04:34:36 AM,12/26/2015 05:28:28 AM,NYPD,Noise - Street/Sidewalk,Loud Talking,BRONX,Closed,10463,40.88096016146432,-73.90706551140404
32276099,12/26/2015 04:23:31 AM,12/26/2015 05:05:38 AM,NYPD,Blocked Driveway,Partial Access,BROOKLYN,Closed,11206,40.69301177142814,-73.9400237722709
32275397,12/26/2015 04:19:15 AM,12/26/2015 04:55:59 AM,NYPD,Noise - Commercial,Loud Music/Party,BROOKLYN,Closed,11221,40.696222550514406,-73.93391550502398
32276151,12/26/2015 04:19:05 AM,12/26/2015 04:49:31 AM,NYPD,Noise - Commercial,Loud Music/Party,QUEENS,Closed,11372,40.75006808277161,-73.88119355123389
32274441,12/26/2015 04:09:33 AM,12/26/2015 06:12:39 AM,NYPD,Illegal Parking,Blocked Hydrant,BROOKLYN,Closed,11218,40.63452242887971,-73.97479041437481
32273469,12/26/2015 04:06:17 AM,12/27/2015 02:31:48 PM,NYPD,Blocked Driveway,No Access,BRONX,Closed,10466,40.89822853159564,-73.844687879946
32274540,12/26/2015 03:43:14 AM,12/26/2015 07:13:54 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11385,40.7030461515869,-73.90981653089975
32276019,12/26/2015 03:40:52 AM,12/26/2015 06:18:27 AM,NYPD,Blocked Driveway,No Access,QUEENS,Closed,11373,40.74517608805704,-73.87520067270172
